20.0,2.0,2.0,10.0,40.0,112.0,4.0,6.0,13.0,0.684210526,296.0,1.0,1.0,0.514285714,0.19375,1.0,3.0,13.65,5.0,1.85,1.0
10.0,3.0,0.0,5.0,23.0,0.0,1.0,4.0,10.0,0.611111111,172.0,1.0,0.0,0.6521739129999999,0.375,1.0,1.0,15.8,5.0,1.2,1.0
8.0,3.0,0.0,11.0,18.0,8.0,7.0,4.0,6.0,0.857142857,116.0,0.333333333,0.0,0.871794872,0.541666667,2.0,5.0,13.125,3.0,1.0,1.0
10.0,1.0,0.0,4.0,19.0,5.0,2.0,2.0,4.0,0.41666666700000005,123.0,0.0,1.0,0.0,0.481481481,0.0,0.0,10.9,3.0,1.5,1.0
12.0,1.0,0.0,32.0,12.0,66.0,29.0,4.0,12.0,2.0,12.0,0.0,0.0,0.0,0.236111111,0.0,0.0,0.0,1.0,1.0,1.0
8.0,2.0,0.0,10.0,16.0,18.0,6.0,4.0,7.0,0.875,103.0,0.75,1.0,0.571428571,0.5,0.0,0.0,10.875,3.0,1.0,1.0
2.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,1.0,0.5,1.0
25.0,1.0,0.0,17.0,69.0,200.0,2.0,15.0,22.0,0.856481481,586.0,0.222222222,4.0,0.0,0.16,0.0,0.0,22.08,6.0,1.92,1.0
7.0,2.0,2.0,25.0,15.0,21.0,25.0,3.0,4.0,1.0,47.0,0.5,0.0,0.903846154,0.291666667,1.0,1.0,5.428571429,1.0,0.7143,1.0
8.0,1.0,5.0,36.0,11.0,28.0,34.0,2.0,7.0,1.0,26.0,0.0,0.0,0.0,0.571428571,0.0,0.0,2.0,1.0,0.75,1.0
12.0,1.0,0.0,21.0,36.0,0.0,11.0,11.0,11.0,0.8939393940000001,159.0,0.333333333,1.0,0.0,0.12121212099999999,0.0,0.0,11.75,1.0,0.8333,1.0
55.0,1.0,1.0,65.0,90.0,831.0,58.0,10.0,48.0,0.7666666670000001,733.0,0.7,4.0,0.0,0.143874644,0.0,0.0,12.14545455,5.0,2.0545,1.0
18.0,1.0,0.0,35.0,79.0,135.0,19.0,18.0,9.0,0.966911765,762.0,0.1875,1.0,0.0,0.27777777800000003,0.0,0.0,40.44444444,10.0,2.6667,1.0
17.0,3.0,2.0,9.0,36.0,14.0,3.0,6.0,14.0,0.546875,272.0,1.0,0.0,0.723404255,0.333333333,1.0,11.0,14.76470588,2.0,0.9412,1.0
4.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,2.0,0.7777777779999999,61.0,0.0,0.0,0.0,0.5,1.0,1.0,13.5,6.0,2.0,1.0
